Age,Gender,County,Monthly_Income,Loan_Amount,Loan_Term_Days,Loan_Purpose,Mpesa_Transactions,Mpesa_Volume,Previous_Loans,Previous_Defaults,Repayment_Score,Credit_Score,Loan_Repaid
46,Female,Kiambu,20743,25297,30,Emergency,21,13702,4,0,0.595,0.625,0
29,Female,Nakuru,23395,24937,30,Personal,42,11770,1,0,0.827,0.745,1
56,Male,Kiambu,24891,17779,14,Business,133,18601,4,0,0.659,0.663,0
19,Female,Meru,14392,6413,30,Personal,79,4412,1,0,0.911,0.775,1
49,Female,Nairobi,22357,49140,30,Business,165,10094,4,0,0.616,0.638,1
30,Female,Kiambu,5000,26060,60,Farm Inputs,99,15572,3,0,0.678,0.646,0
63,Female,Kisumu,28732,26708,14,Farm Inputs,48,10808,4,2,0.929,0.683,1
44,Female,Nakuru,5000,36158,14,Emergency,92,23603,3,0,0.56,0.587,0
58,Male,Nairobi,21526,47855,60,School Fees,24,18804,2,1,0.97,0.714,1
34,Male,Kiambu,36030,43503,14,Emergency,179,7482,4,1,0.769,0.672,1
57,Male,Kisumu,12287,48991,14,Business,73,13211,3,0,0.741,0.687,0
48,Male,Kisumu,33597,15146,30,Personal,174,20494,0,0,0.494,0.592,0
51,Male,Meru,38868,21561,30,Personal,158,17143,1,0,0.529,0.616,1
41,Male,Machakos,5000,40714,14,Business,53,14122,1,0,0.741,0.677,1
62,Male,Kisumu,23183,45097,60,School Fees,110,13949,3,2,0.83,0.596,1
52,Female,Mombasa,5000,23373,60,School Fees,75,23206,0,0,0.428,0.521,1
23,Male,Nairobi,23581,3958,14,School Fees,22,5673,5,2,0.505,0.484,1
36,Male,Nairobi,24913,37665,14,Business,106,27827,9,2,0.647,0.597,1
47,Male,Nairobi,5000,22767,14,Farm Inputs,99,16438,6,2,0.892,0.667,1
24,Female,Kiambu,48098,15082,14,Farm Inputs,13,26993,3,0,0.541,0.634,0
27,Male,Nakuru,28432,32889,30,Business,70,14770,3,0,0.474,0.575,0
58,Male,Kiambu,14811,15323,30,Farm Inputs,64,32437,1,0,0.704,0.672,0
49,Female,Mombasa,42584,41356,14,School Fees,112,10571,1,0,0.822,0.768,1
51,Male,Nakuru,5000,7906,60,Farm Inputs,41,15540,5,1,0.292,0.403,0
45,Male,Meru,10249,31119,30,Business,179,20707,2,0,0.473,0.55,1
32,Female,Kisumu,5000,7571,14,Farm Inputs,33,20491,2,0,0.516,0.565,0
47,Male,Kiambu,46612,22352,60,Farm Inputs,67,8938,3,0,0.696,0.71,0
54,Female,Nakuru,28988,46346,30,Farm Inputs,19,4868,6,2,0.476,0.491,0
46,Male,Kisumu,32912,49372,30,Farm Inputs,13,9126,2,0,0.933,0.811,1
39,Male,Nakuru,28612,38275,14,Business,84,13304,6,0,0.464,0.57,1
21,Male,Kisumu,31885,42835,60,Emergency,70,13985,2,0,0.983,0.834,0
37,Female,Nakuru,25936,23181,14,Farm Inputs,5,15740,3,1,0.713,0.616,0
49,Female,Kiambu,28251,42993,30,Emergency,125,20061,1,0,0.84,0.758,0
53,Female,Kiambu,26291,10644,60,Business,13,14231,2,0,0.607,0.639,0
21,Male,Mombasa,17696,44717,30,Personal,61,1058,5,1,0.737,0.642,0
44,Male,Meru,24440,11683,14,Emergency,188,21802,3,0,0.617,0.641,0
34,Female,Meru,28283,21574,14,Business,152,23132,2,0,0.913,0.794,0
29,Female,Machakos,26326,20380,30,Personal,125,17268,1,1,0.792,0.581,1
39,Male,Nairobi,7266,12849,14,Farm Inputs,6,13022,1,0,0.73,0.675,0
34,Male,Kiambu,8860,27993,14,Business,5,16774,3,0,0.792,0.708,1
27,Male,Kiambu,37994,24110,30,School Fees,78,23136,3,1,0.679,0.615,1
18,Male,Kisumu,21316,9857,60,Personal,58,7207,2,1,0.747,0.602,1
39,Female,Machakos,32016,5061,30,School Fees,23,10670,1,1,0.635,0.51,1
43,Male,Meru,11894,30344,30,Farm Inputs,22,10568,2,1,0.616,0.524,0
35,Male,Kiambu,7322,8114,60,Farm Inputs,28,7143,3,0,0.286,0.453,0
31,Male,Nakuru,14876,2858,14,Emergency,131,33682,7,2,0.49,0.49,1
64,Male,Meru,22329,32305,60,Farm Inputs,56,15879,8,1,0.639,0.616,1
46,Male,Machakos,17018,11930,30,Emergency,24,7096,3,0,0.738,0.692,0
29,Male,Nairobi,40527,16541,60,Personal,143,5358,0,0,0.969,0.838,1
53,Male,Nakuru,27154,46371,14,School Fees,77,20886,1,0,0.808,0.74,0
52,Female,Kisumu,47187,27226,60,Personal,192,23007,4,1,0.537,0.571,1
29,Female,Mombasa,29852,10767,60,School Fees,20,21686,4,0,0.819,0.749,1
24,Female,Nakuru,5000,12359,30,Business,145,28129,2,0,0.521,0.567,0
46,Male,Meru,37672,46063,60,Personal,185,11922,2,0,0.828,0.764,0
28,Female,Nairobi,6885,10873,30,Business,10,6004,3,0,0.602,0.61,0
50,Male,Nakuru,27766,25134,14,School Fees,29,32993,4,1,0.595,0.574,1
23,Male,Machakos,15703,7757,60,Emergency,67,10220,1,0,0.766,0.704,1
64,Male,Machakos,50712,23097,60,Personal,179,19463,5,0,0.662,0.699,1
32,Male,Nairobi,42275,43418,30,Personal,19,9122,6,1,0.795,0.711,0
49,Female,Meru,16098,41644,30,Emergency,58,22502,2,1,0.425,0.434,0
28,Male,Machakos,23471,24489,14,Emergency,175,6052,4,1,0.648,0.595,1
40,Male,Nakuru,27935,19503,30,Farm Inputs,132,32936,3,1,0.633,0.579,1
43,Female,Mombasa,35360,30669,30,Farm Inputs,18,17719,2,0,0.356,0.525,0
51,Female,Nakuru,25349,43140,14,School Fees,38,5587,1,0,0.721,0.694,1
63,Female,Mombasa,12701,47771,30,Personal,134,1000,3,1,0.504,0.494,0
51,Male,Machakos,16389,17461,30,Emergency,24,14495,3,0,0.755,0.7,1
46,Female,Nakuru,24946,12646,30,Emergency,110,22700,2,0,1.0,0.833,1
21,Male,Machakos,39813,45737,30,Business,20,11766,3,1,0.641,0.599,1
34,Male,Meru,30134,41530,14,Farm Inputs,199,24051,2,0,0.663,0.672,0
52,Female,Mombasa,15719,1055,14,Business,162,7888,2,0,0.656,0.649,1
30,Female,Meru,32780,42678,30,Emergency,107,20339,6,2,0.858,0.687,1
58,Female,Machakos,20356,4140,60,Personal,55,13052,2,0,0.616,0.635,1
56,Male,Kiambu,35684,46636,14,Personal,135,20089,4,0,0.712,0.703,1
32,Male,Kisumu,55324,2412,60,Business,81,9244,6,1,0.743,0.702,0
46,Male,Nakuru,20694,19614,30,Farm Inputs,132,10948,2,1,0.598,0.527,0
46,Male,Kiambu,34619,38687,30,School Fees,183,5324,5,2,0.862,0.677,0
28,Male,Meru,16055,24422,14,Personal,125,23171,1,0,0.835,0.739,1
49,Male,Machakos,23652,48710,60,School Fees,50,11562,5,2,0.67,0.566,1
19,Female,Machakos,25354,30000,14,Farm Inputs,44,11599,2,0,0.638,0.653,0
64,Male,Kisumu,22675,14929,14,Business,33,11423,3,0,0.83,0.745,0
31,Female,Machakos,54556,49918,14,Farm Inputs,155,18813,3,2,0.587,0.516,1
37,Female,Kisumu,21320,37184,30,Emergency,149,1000,2,0,0.441,0.549,1
39,Female,Nakuru,32042,14187,60,Farm Inputs,97,6039,0,0,0.577,0.631,1
28,Female,Mombasa,5000,24212,30,Business,73,24484,3,0,0.792,0.703,0
44,Female,Kisumu,30183,15337,30,Business,89,16617,3,1,0.847,0.689,0
20,Male,Kisumu,38704,48739,30,Farm Inputs,70,10765,5,1,0.798,0.701,0
34,Male,Kiambu,18668,13365,14,Business,155,21182,2,0,0.746,0.698,1
61,Male,Machakos,5000,45153,30,Emergency,79,16432,1,1,0.457,0.385,0
45,Male,Nakuru,24536,13419,30,School Fees,155,24465,5,1,0.761,0.663,1
46,Female,Mombasa,25206,35594,30,Farm Inputs,139,10738,3,1,0.763,0.64,1
38,Female,Nairobi,33688,36069,30,Business,175,9408,2,0,0.81,0.75,0
64,Female,Meru,49130,22436,30,School Fees,194,5303,2,0,0.81,0.77,0
33,Male,Kisumu,20439,49287,30,Emergency,38,22600,2,0,0.566,0.61,1
54,Male,Nairobi,14724,31461,60,Farm Inputs,106,22480,2,2,0.863,0.551,1
37,Male,Machakos,10996,46801,14,Business,109,19896,2,0,0.871,0.75,1
23,Male,Meru,27376,11522,30,School Fees,117,8088,5,1,0.519,0.546,1
36,Female,Kisumu,30752,15797,14,Emergency,55,4988,3,0,0.819,0.751,1
22,Female,Nairobi,18452,17868,60,Personal,176,21289,3,1,0.726,0.613,0
20,Male,Kiambu,34344,20983,60,Business,74,16718,3,0,0.689,0.69,1
18,Male,Nairobi,30584,6963,14,Emergency,187,8570,2,1,0.782,0.632,1
55,Female,Meru,25518,14132,60,School Fees,70,19381,4,1,0.619,0.583,1
32,Female,Kiambu,14171,30203,30,Farm Inputs,100,28090,4,0,0.649,0.643,1
51,Female,Meru,19217,17907,60,School Fees,62,12563,4,1,0.803,0.667,1
52,Female,Mombasa,5000,46721,30,Farm Inputs,124,14410,3,0,0.853,0.733,0
42,Male,Machakos,27829,46334,14,Emergency,175,21598,2,1,0.439,0.457,0
41,Female,Nakuru,25316,41739,14,Emergency,115,23669,4,1,0.542,0.545,1
29,Female,Nairobi,27261,17995,14,School Fees,65,15397,1,0,0.459,0.566,1
35,Female,Kisumu,31051,26259,14,School Fees,170,2669,4,1,0.545,0.554,0
32,Female,Meru,29629,21964,14,Farm Inputs,160,22441,1,0,0.581,0.63,0
61,Male,Meru,23675,20826,14,Business,189,10427,3,1,0.819,0.666,0
33,Male,Machakos,25584,33539,30,School Fees,45,17940,7,1,0.627,0.61,0
44,Male,Nairobi,8148,45439,14,Business,54,22971,2,0,0.768,0.695,1
25,Male,Kisumu,17995,49841,60,Business,94,19826,4,2,0.613,0.51,0
63,Male,Kisumu,25605,11033,30,Business,94,15743,5,0,0.863,0.766,1
42,Male,Meru,16169,12658,30,Emergency,193,14738,6,2,0.51,0.491,1
34,Female,Nakuru,35321,20898,30,Emergency,73,9788,3,0,0.67,0.682,0
46,Female,Meru,17096,41410,30,Business,195,16812,2,0,0.371,0.508,0
25,Female,Nakuru,27595,16649,14,Business,125,7540,2,0,0.603,0.639,1
32,Female,Meru,26398,38211,14,Emergency,85,20914,3,1,0.725,0.623,0
44,Male,Meru,33955,17652,14,Farm Inputs,30,21526,3,1,0.964,0.752,1
63,Female,Kisumu,35809,31272,60,Personal,158,14563,2,1,1.0,0.748,1
24,Male,Nakuru,33328,45235,14,School Fees,111,10115,2,0,0.896,0.793,0
20,Female,Kisumu,5000,27807,14,Business,155,2778,3,1,0.639,0.551,0
46,Female,Nairobi,39329,5666,60,Emergency,184,9269,1,0,0.471,0.588,1
61,Female,Meru,43327,8089,14,Business,92,10093,2,0,0.584,0.65,1
41,Male,Mombasa,19214,38066,14,Business,109,15474,2,1,0.867,0.659,0
20,Female,Nakuru,27839,48486,30,Business,77,8798,4,0,0.518,0.596,0
37,Male,Kiambu,14310,964,14,Business,120,21218,2,0,0.696,0.667,1
63,Male,Kiambu,5000,3100,60,Farm Inputs,136,24989,6,1,0.714,0.621,1
32,Female,Kiambu,16135,1416,30,School Fees,5,15848,4,0,0.789,0.716,1
42,Male,Mombasa,18518,10144,60,School Fees,138,5517,2,0,0.502,0.575,1
47,Male,Kisumu,20741,6626,60,Emergency,188,1000,4,1,0.34,0.437,1
31,Female,Kisumu,13493,7651,14,Farm Inputs,33,15395,3,0,0.653,0.644,1
24,Female,Machakos,16198,12160,30,Farm Inputs,135,12214,1,0,0.476,0.56,1
34,Female,Kiambu,24867,565,14,School Fees,132,7791,1,0,0.531,0.599,0
61,Female,Kiambu,15757,26801,30,Emergency,113,13014,0,0,0.602,0.622,0
37,Female,Kisumu,31522,13388,30,Farm Inputs,92,32120,2,1,0.847,0.665,1
53,Female,Kiambu,33179,42959,30,Emergency,174,27713,4,0,0.517,0.603,1
26,Male,Kisumu,53564,14499,60,School Fees,141,27365,3,0,0.677,0.71,0
55,Female,Meru,38508,7693,14,Business,85,11862,2,0,0.512,0.607,1
39,Female,Meru,27917,29040,30,Farm Inputs,63,12940,1,0,0.859,0.767,0
19,Male,Kisumu,17556,11501,30,Emergency,42,21860,4,0,0.595,0.621,0
41,Female,Nakuru,28524,9578,60,Business,46,15380,2,0,0.457,0.566,1
25,Male,Kisumu,28919,24449,30,School Fees,54,19127,4,0,0.465,0.571,1
28,Female,Nairobi,18840,24745,30,Personal,18,6166,1,0,0.762,0.706,1
30,Female,Nairobi,34404,19631,14,Farm Inputs,130,18068,3,1,0.674,0.608,0
34,Male,Nairobi,8222,49020,60,Farm Inputs,104,4519,1,0,0.564,0.593,1
25,Female,Nairobi,22067,33311,60,Emergency,177,1000,2,1,0.486,0.472,0
38,Male,Mombasa,31670,32043,30,School Fees,37,12308,3,1,0.518,0.526,1
35,Female,Machakos,21548,37110,30,School Fees,152,21663,3,0,1.0,0.829,1
47,Female,Machakos,22518,5205,60,Farm Inputs,166,17638,4,1,0.477,0.508,0
35,Male,Kisumu,23346,18772,30,Farm Inputs,71,13751,2,0,0.7,0.681,1
63,Female,Meru,14972,32334,30,Emergency,88,1000,2,0,0.66,0.65,0
64,Female,Kiambu,39086,14140,60,Emergency,71,3674,2,0,0.664,0.684,1
48,Male,Nairobi,12783,16512,30,Personal,74,13004,2,0,0.357,0.496,0
55,Female,Machakos,28817,6383,14,Business,171,12579,5,0,0.97,0.823,0
49,Male,Machakos,29963,25795,30,Emergency,175,14600,3,1,0.811,0.67,1
28,Female,Nairobi,13616,17574,60,Business,171,27594,4,2,0.713,0.555,1
62,Male,Meru,25877,49437,14,Farm Inputs,117,15994,4,0,0.629,0.649,0
42,Female,Mombasa,14084,7342,30,Personal,89,24396,3,0,0.53,0.584,0
50,Male,Mombasa,41692,32056,14,Personal,119,9955,3,0,0.839,0.775,0
55,Male,Machakos,11334,8801,60,Personal,48,1000,3,0,0.7,0.665,0
58,Female,Mombasa,17153,37826,14,School Fees,133,22522,2,1,0.694,0.57,0
25,Female,Nakuru,10309,32079,30,Farm Inputs,101,24293,2,0,0.608,0.618,0
28,Male,Nairobi,8707,25590,30,School Fees,54,25244,4,1,0.51,0.506,0
39,Female,Meru,44094,9328,60,School Fees,124,8394,3,1,0.394,0.481,0
41,Male,Machakos,31513,38580,14,Personal,120,10911,1,0,0.723,0.703,1
58,Female,Nairobi,26683,1126,14,School Fees,66,11107,0,0,0.826,0.749,1
34,Female,Mombasa,17121,33337,60,Farm Inputs,7,18557,2,0,0.752,0.699,1
29,Male,Nairobi,35891,24433,60,Farm Inputs,140,8377,2,0,0.502,0.599,1
63,Male,Mombasa,15109,22497,60,School Fees,52,17295,2,0,0.617,0.629,1
49,Female,Meru,34523,33091,60,Farm Inputs,118,21413,3,0,0.478,0.585,1
32,Female,Mombasa,14529,14932,30,Business,100,19957,1,0,0.646,0.642,0
33,Female,Nairobi,17265,28875,30,School Fees,173,7986,1,0,0.607,0.627,1
39,Female,Meru,34099,10542,60,Personal,168,21739,2,0,0.418,0.554,1
45,Female,Mombasa,35365,21203,60,Personal,61,15488,7,1,0.633,0.626,1
37,Male,Nakuru,32169,22845,14,Farm Inputs,89,10966,2,0,0.526,0.606,1
50,Female,Kisumu,12403,11570,30,Farm Inputs,94,22188,2,0,0.709,0.671,1
27,Female,Nairobi,19639,12044,14,Personal,123,15465,3,0,0.968,0.81,1
57,Male,Kisumu,26882,8559,14,Business,82,24903,4,0,0.639,0.655,1
49,Male,Nairobi,14808,40052,30,Personal,175,22394,5,1,0.71,0.625,0
50,Male,Mombasa,41451,18518,60,School Fees,32,19821,3,0,0.61,0.66,0
19,Female,Mombasa,5000,14593,30,Personal,96,14720,2,1,0.823,0.618,1
50,Male,Meru,15655,44936,14,Emergency,89,5018,2,0,0.845,0.743,1
50,Male,Machakos,18885,3043,30,Business,116,4651,2,1,0.419,0.435,1
58,Male,Nakuru,5000,16618,60,Business,191,33086,2,0,0.567,0.59,1
30,Male,Machakos,8245,7853,30,Personal,122,18733,4,1,0.752,0.627,1
47,Female,Kisumu,32503,13849,60,Emergency,161,24262,1,1,0.544,0.465,0
50,Female,Mombasa,25363,1268,60,School Fees,42,16087,4,1,0.613,0.58,1
30,Female,Machakos,43877,14663,14,Personal,166,14275,6,1,0.785,0.708,0
43,Male,Mombasa,43542,15595,14,School Fees,69,15657,2,0,0.86,0.788,1
39,Male,Nairobi,30196,3103,60,Emergency,152,16587,5,0,0.61,0.645,1
56,Male,Machakos,28758,1491,60,Personal,30,15315,5,0,0.62,0.648,1
19,Male,Kisumu,25791,26804,14,Personal,31,26430,4,0,0.855,0.762,1
55,Male,Meru,5000,43488,60,School Fees,155,21054,3,0,0.673,0.643,1
56,Male,Machakos,8265,17372,30,Personal,26,17773,4,1,0.899,0.701,1
43,Female,Mombasa,26208,8679,60,Emergency,179,21023,2,0,0.47,0.57,0
63,Female,Kiambu,32392,4652,60,Personal,105,21778,4,0,0.714,0.7,1
32,Male,Kiambu,28476,28395,14,Farm Inputs,71,17480,2,0,0.657,0.666,0
51,Female,Meru,14290,27227,14,Emergency,198,19276,3,2,0.744,0.541,1
59,Male,Meru,36248,27680,14,Business,73,20216,3,0,0.741,0.719,1
61,Male,Nakuru,42789,1234,30,School Fees,86,19895,5,3,0.679,0.547,0
57,Female,Meru,36255,6178,60,Emergency,102,14910,3,0,0.636,0.666,1
28,Male,Mombasa,36875,36577,60,Business,19,20709,1,0,0.761,0.73,0
20,Female,Nairobi,18289,25446,14,Business,130,7593,1,0,0.561,0.605,0
23,Male,Machakos,37911,27149,60,Emergency,118,16110,3,1,0.781,0.666,0
26,Male,Meru,26749,47996,60,Business,108,15053,0,0,0.604,0.638,1
23,Female,Kiambu,31138,5201,30,Business,176,20270,2,0,0.653,0.668,1
26,Male,Nairobi,29385,29281,60,Farm Inputs,55,10185,4,0,0.669,0.674,1
56,Male,Mombasa,23542,13560,30,Personal,197,11246,0,0,0.723,0.693,1
48,Male,Nairobi,14679,27377,60,Farm Inputs,157,9197,1,0,0.749,0.694,1
49,Female,Mombasa,24014,10522,14,Personal,193,19530,0,0,0.596,0.63,1
58,Male,Nakuru,36841,18743,14,Business,149,3105,4,1,0.587,0.583,0
29,Male,Machakos,19702,40987,60,Personal,101,8613,0,0,0.534,0.593,0
25,Male,Nairobi,35720,47383,14,Farm Inputs,56,1000,4,2,0.54,0.498,0
25,Female,Machakos,33844,1416,30,School Fees,62,10195,2,0,0.67,0.68,1
45,Female,Nairobi,21412,24148,14,School Fees,189,15236,1,0,0.472,0.565,1
37,Female,Mombasa,41665,39949,30,Personal,170,23434,1,0,0.614,0.662,1
64,Female,Mombasa,20733,44635,60,School Fees,73,24344,3,1,0.519,0.512,0
24,Female,Nairobi,43114,44094,60,Emergency,127,5228,3,1,0.531,0.548,1
28,Male,Nakuru,30209,37960,14,School Fees,41,12351,4,0,0.725,0.703,0
37,Female,Mombasa,24809,16355,60,Personal,79,17957,5,0,0.519,0.592,1
33,Female,Kisumu,14346,27236,60,Business,112,12728,2,0,0.706,0.672,0
21,Male,Kisumu,23940,1835,30,Farm Inputs,166,9195,0,0,0.468,0.566,1
23,Female,Machakos,22554,27692,30,School Fees,39,2710,1,0,0.774,0.717,1
39,Male,Meru,9900,28794,60,Personal,192,7220,4,1,0.371,0.439,0
43,Female,Kisumu,22388,11392,14,Farm Inputs,43,23950,1,0,0.67,0.665,1
20,Male,Kisumu,15354,43413,14,Emergency,178,22939,4,1,0.562,0.542,0
58,Male,Nakuru,32031,48471,14,Business,122,33865,4,1,0.64,0.603,1
59,Female,Nakuru,40675,26024,60,Farm Inputs,148,21240,3,1,0.902,0.73,0
31,Female,Meru,10277,801,14,Farm Inputs,92,8144,3,0,0.577,0.602,0
28,Male,Kiambu,45547,41008,14,Personal,163,18291,3,1,0.762,0.667,1
35,Male,Meru,23457,30412,60,Emergency,18,18879,2,1,0.716,0.589,0
29,Male,Kiambu,13299,15403,30,School Fees,51,19625,2,0,0.348,0.492,0
40,Male,Nakuru,34093,27664,30,Emergency,164,13881,3,0,0.477,0.584,0
29,Male,Kiambu,19642,47695,60,Business,111,13016,6,2,0.945,0.713,0
30,Male,Nakuru,24019,35969,30,School Fees,81,18393,2,0,0.585,0.625,0
42,Male,Kiambu,20148,42935,14,Emergency,106,9071,3,1,0.739,0.622,0
62,Female,Mombasa,15199,25689,60,Business,21,22679,5,1,0.674,0.607,0
36,Male,Nakuru,33687,6144,60,Farm Inputs,128,7463,6,3,0.822,0.627,1
63,Female,Meru,21564,6020,30,Farm Inputs,128,6730,7,0,0.922,0.79,1
53,Female,Machakos,7760,33936,60,Farm Inputs,188,12210,0,0,0.61,0.615,1
62,Male,Machakos,31612,2628,60,Farm Inputs,168,18879,2,0,0.588,0.636,0
25,Male,Nakuru,10533,15959,14,School Fees,121,22095,2,2,0.527,0.378,0
46,Female,Kisumu,11160,40006,60,Farm Inputs,174,18205,3,1,0.907,0.693,1
49,Male,Machakos,39311,17101,60,School Fees,86,10727,4,0,0.62,0.663,0
61,Male,Meru,10643,9440,60,School Fees,151,13902,7,1,0.903,0.728,1
35,Female,Kisumu,5000,37488,60,Emergency,139,11875,2,1,0.719,0.566,0
23,Female,Machakos,32474,25276,30,Farm Inputs,59,22429,4,0,0.829,0.758,1
35,Female,Nairobi,21353,32245,60,Personal,162,16466,3,1,0.528,0.518,1
36,Male,Nairobi,22388,19505,14,Farm Inputs,80,24742,3,0,0.438,0.549,1
39,Male,Nakuru,21225,38407,30,Personal,124,20383,6,1,0.587,0.579,0
54,Female,Meru,27780,32202,60,Farm Inputs,33,13102,7,1,0.735,0.667,1
49,Male,Meru,15967,1221,30,School Fees,199,14101,6,0,0.721,0.682,1
58,Female,Machakos,42713,42411,60,Farm Inputs,166,15572,1,1,0.635,0.524,1
20,Male,Mombasa,7285,35149,60,Farm Inputs,166,14590,6,1,0.755,0.644,0
45,Female,Kisumu,30338,22065,30,Farm Inputs,90,20343,5,0,0.692,0.687,1
27,Male,Machakos,32705,19204,30,Farm Inputs,6,17961,3,0,0.665,0.676,1
52,Female,Nakuru,15884,40218,30,Emergency,159,11167,0,0,0.789,0.716,1
46,Male,Kisumu,12715,10468,30,Emergency,51,29323,1,0,0.775,0.705,1
32,Male,Kiambu,37206,15598,14,School Fees,104,16460,4,1,0.825,0.702,1
50,Female,Nakuru,13109,9390,30,School Fees,61,8233,1,0,0.587,0.611,1
24,Male,Machakos,17720,1121,14,Personal,126,19335,5,1,0.789,0.668,1
29,Male,Mombasa,35647,30157,60,School Fees,149,7612,3,1,0.846,0.695,1
47,Female,Kiambu,25416,17343,60,Emergency,102,17209,2,1,0.576,0.522,1
38,Male,Nakuru,5000,26160,30,School Fees,158,14615,4,0,0.818,0.716,1
48,Male,Machakos,45964,25375,60,Personal,129,15443,2,0,0.559,0.641,1
41,Male,Nairobi,18639,16198,14,Personal,142,9107,5,0,0.801,0.725,0
37,Female,Meru,20166,26506,14,Emergency,43,14158,6,0,0.796,0.725,1
54,Female,Machakos,28069,25025,30,School Fees,13,14276,1,0,0.479,0.577,1
21,Female,Nairobi,32500,38643,30,Personal,29,14924,2,0,0.639,0.663,0
45,Female,Nairobi,48533,24196,30,School Fees,152,27966,2,0,0.423,0.576,1
61,Female,Nakuru,5079,31810,14,School Fees,19,11098,4,1,0.67,0.582,1
37,Male,Machakos,34911,27464,30,Emergency,117,16532,1,0,0.745,0.719,0
41,Male,Meru,33916,6425,14,Emergency,95,5825,3,1,0.779,0.66,0
49,Female,Machakos,23354,31622,14,School Fees,143,1000,8,1,0.548,0.572,0
58,Male,Nairobi,34447,39699,60,Farm Inputs,148,12751,4,1,0.835,0.704,1
53,Male,Kisumu,36211,34256,60,Farm Inputs,154,24922,2,0,1.0,0.848,0
51,Male,Kiambu,8416,25289,30,Business,194,6186,1,0,0.606,0.614,1
53,Male,Mombasa,45997,17415,30,Business,156,20038,3,1,0.891,0.732,0
19,Female,Machakos,6294,3417,30,Business,168,23300,3,1,0.64,0.553,1
32,Female,Kiambu,11376,7385,30,Emergency,150,25013,2,0,0.932,0.781,1
51,Male,Kiambu,21858,36887,14,School Fees,152,19676,5,1,0.915,0.737,1
53,Male,Kisumu,48099,10910,30,Personal,12,9410,2,0,0.643,0.686,0
23,Female,Kiambu,21300,29709,60,School Fees,19,6474,5,0,0.634,0.645,0
56,Male,Machakos,24616,14074,30,School Fees,81,1801,2,1,0.719,0.592,1
59,Male,Nakuru,42184,32021,14,Business,129,28078,3,0,0.643,0.678,0
29,Male,Nakuru,21396,29561,60,School Fees,82,21076,2,0,0.811,0.734,0
20,Female,Kiambu,10858,39832,60,Business,51,19487,2,0,0.707,0.668,0
62,Female,Machakos,19993,31305,30,School Fees,123,1000,2,1,0.525,0.489,1
35,Male,Machakos,41449,36328,60,Personal,156,19403,6,0,0.536,0.623,0
57,Male,Nairobi,25850,15326,60,Farm Inputs,51,16401,1,0,0.588,0.628,1
38,Male,Kisumu,48167,48499,30,Farm Inputs,22,17310,3,0,0.792,0.76,1
32,Male,Meru,33855,31279,30,Emergency,164,12071,3,1,0.664,0.602,0
50,Male,Mombasa,17262,35792,14,Personal,174,16146,1,0,0.566,0.606,0
52,Male,Meru,25612,13107,60,School Fees,100,7668,5,1,0.915,0.741,0
43,Female,Nairobi,14761,46212,30,Personal,169,15539,3,0,0.799,0.719,1
25,Female,Mombasa,16978,46383,60,School Fees,37,6079,1,0,0.687,0.666,0
53,Male,Meru,78749,1600,30,Personal,133,22146,8,2,0.507,0.592,1
47,Female,Machakos,37223,8810,14,Personal,96,20925,6,1,0.59,0.602,0
40,Male,Nakuru,35333,44228,30,Farm Inputs,159,20081,3,1,0.386,0.465,1
59,Male,Nairobi,17521,38569,30,Personal,21,4444,4,1,0.718,0.622,1
61,Female,Meru,43835,24701,14,Emergency,50,15624,1,0,0.616,0.666,0
31,Female,Kiambu,38192,48240,30,School Fees,83,20065,1,0,0.751,0.727,1
31,Male,Kiambu,47579,9733,14,Business,99,20346,3,2,1.0,0.713,1
19,Male,Mombasa,46997,44595,60,Personal,166,27420,6,0,0.616,0.671,0
54,Female,Machakos,7250,996,60,Business,7,8257,3,0,0.617,0.618,0
22,Female,Nakuru,11681,30943,60,Farm Inputs,60,12869,1,0,0.77,0.701,1
55,Male,Mombasa,12954,4674,30,Business,144,18033,4,0,0.587,0.611,0
62,Male,Meru,13672,6030,14,Emergency,30,16179,2,0,0.482,0.559,0
58,Male,Meru,28881,15598,30,Emergency,156,20991,3,0,0.459,0.568,1
64,Female,Nakuru,18198,44592,30,Farm Inputs,64,2044,5,0,0.548,0.598,0
31,Male,Meru,49871,28614,30,Emergency,62,12704,4,1,0.629,0.621,0
56,Female,Kisumu,47856,34921,14,School Fees,195,12756,3,0,0.713,0.721,1
42,Male,Nakuru,24922,40514,30,Emergency,12,20479,4,1,0.85,0.698,1
37,Female,Kiambu,48463,47328,30,Personal,30,23413,1,0,0.681,0.705,1
19,Female,Meru,42857,31034,14,Emergency,114,17271,3,0,0.71,0.712,0
56,Female,Meru,19591,47067,14,School Fees,190,28999,0,0,0.825,0.739,0
23,Female,Nairobi,5000,17127,60,Farm Inputs,170,14553,2,0,0.768,0.691,0
34,Male,Nairobi,22384,19139,14,Emergency,53,10694,3,1,0.642,0.576,0
42,Female,Nairobi,17264,7499,60,School Fees,47,26400,5,1,0.875,0.71,1
45,Female,Nakuru,27478,46666,60,Personal,191,13804,3,0,0.526,0.599,0
19,Female,Kiambu,26070,26750,30,Business,25,9798,6,0,0.628,0.649,1
52,Male,Nakuru,25756,40011,30,Business,145,22096,2,0,0.772,0.72,1
54,Male,Machakos,31284,3192,30,Farm Inputs,103,9968,4,0,0.876,0.78,1
